ID	CANONICAL_SMILES	Ki_nM
2590	NC(=N)N1CCCC(C[C@H](NC(=O)CN2[C@H](Cc3cccc(Cl)c3)C(=O)N(CCCc4ccccc4)CC2=O)C(=O)c5nccs5)C1	20
1766	COc1ccc2cc(ccc2c1)S(=O)(=O)N[C@@H](Cc3ccc(s3)C(=N)N)C(=O)N(C)C4CCCC4	0.49
2132	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1Cc3c(C)ncn3CC(=O)NC4CC(N)C4	3
3013	CC1(C)[C@@H]2C[C@H]3OB(O[C@@]3(C)[C@H]1C2)[C@H](CCCCN)NC(=O)Cn4nc(nc4Cc5ccccc5)c6cccc(N)c6	150
2877	COc1ccc(C[C@@H](CO)Nc2ccncc2S(=O)(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCC(CCF)CC4)cc1	85
1820	NC(=N)NCCC[C@H](NC(=O)[C@@H]1CC[C@@H]2CC[C@@](N)(Cc3ccccc3)C(=O)N12)C(=O)c4nc5ccccc5s4	0.65
295	Cc1cc(Br)c(O)c(c1)C(=O)Nc2ccc(cc2)C(=N)N	280
3365	FC(F)(CNc1cccc2oc(Nc3cccc(Cl)c3)nc12)c4ccccn4	670
543	NC(=N)NCCC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)CCc3cccc4ccccc34	1500
821	CCOc1cc(O[C@H]2CCOC2)cc(c1)C(Nc3ccc(cc3)C(=N)N)C(=O)O	8600
829	CC(NC(=O)CNC(=O)Nc1ccc(cc1)C(=N)N)c2ccc(Oc3ccccc3)cc2	9100
4092	NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(CNC(=O)Cc4ccc(CC(=O)NCc5ccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)cc5)cc4)cc3)cc1	6520
336	NC(=N)c1ccc2[nH]c(c(Cc3ccccc3)c2c1)c4cc(CCOP(=O)(O)O)cc(Br)c4O	330
3867	NC(=N)c1cccc(CN2CCN(CC2=O)S(=O)(=O)c3cc4ccc(Cl)cc4s3)c1	4000
4249	Nc1cc(ccc1Cl)C2=NOC(CNC=O)(C2)C(=O)Nc3ccc(cn3)c4ccccc4S(=O)(=O)N	14000
2098	[O-][n+]1c(NCC(F)(F)c2ccccn2)ccc(Cl)c1CC(=O)NCc3ccccc3n4cncn4	2.6
618	NCCC1CCN(CC1)C(=O)c2cc(Oc3ccc(cc3)C(=N)N)nc(Oc4ccc(cc4)C(=N)N)c2	2500
1724	CN(C1CCCC1)C(=O)[C@H](Cc2ccc(cc2)C(=N)NN)NS(=O)(=O)c3ccc4ccccc4c3	0.38
1297	NC(=N)Nc1ccc(CNC(=O)N2CCN(CC2)C(=O)OCC34CC5CC(CC(COC(=O)N6CCN(CC6)C(=O)NCc7ccc(NC(=N)N)cc7)(C5)C3)C4)cc1	363000
1544	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3cc(Cl)ccc3CN	0.046
4467	Oc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c3sc4ccccc4c3Cl	5000
3257	CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3ccccn3	390
827	CCOc1cccc(c1O)c2cc3cc(ccc3[nH]2)C(=N)N	9000
612	COc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@H]3CCN(Cc4cccc(c4)C(=N)N)C3=O	2500
4601	NC(=N)c1ccc2oc(cc2c1)C(=O)N3CCN(CC3)C(=O)COc4ccc(OCC(=O)Nc5ccc(cc5)c6c[nH]cn6)cc4	5300
3176	O=C(CN1CCCC[C@H](NS(=O)(=O)c2ccc3OCCc3c2)C1=O)Cc4ccc5[nH]ncc5c4	282.5
845	CN1CCC(CC1)NC(=O)c2cc3ccccc3n2Cc4cc(on4)c5ccc(Cl)s5	10000
4275	COC(=O)CC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ccc(cc3)C(=N)N	16000
752	Clc1cccc(\C=C\S(=O)(=O)Nc2cccc(OCc3cn(Cc4nc5ccccc5s4)nn3)c2)c1	5430
4525	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN(C)C(=O)NCCN4CCCC4)c3Cl	140
1775	NC(=N)NCCCC(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)CCc3ccccc3C(F)(F)F)C(=O)c4nccs4	0.5
3951	CN(C)c1ccc(C)c(Oc2nc(Oc3cccc(c3)C(=N)N)c(F)c(C)c2F)c1	5000
2990	CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)NN=C(N)N	139
2472	NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)CC(c3ccccc3)c4ccccn4)CC1.OC(=O)C(F)(F)F	12
2594	CN(C1CCCC1)C(=O)[C@H](Cc2ccc(CN)cc2)NS(=O)(=O)c3ccc(cc3)C4CCCCC4	20.1
1055	CC(C)(C)OC(=O)N[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)N2CCC[C@H]2C(=O)NCC3CCc4nc(N)ncc4C3	35100
3941	Cc1c(F)c(Oc2cccc(c2)C(=N)N)nc(Oc3cccc(c3)C(=O)N4CCOCC4)c1F	5000
2827	C[C@@H]1N(CC(=O)N[C@@H](C[C@@H]2CCCN(C2)C(=N)N)C(=O)c3nccs3)C(=O)CN(CCCc4ccccc4)C1=O	65
4554	OC(=O)CN1CCN(Cc2ccc3c(Cl)c(sc3c2)C(=O)Nc4ccc(Cl)cc4C(=O)Nc5ccc(Cl)cc5)CC1	5000
1225	CC(C)CCC(=O)N1CCC[C@H]1C(=O)NCc2cccc(Cl)c2	109000
2254	COc1ccc(Cl)cc1CNC(=O)CN2C(=CN=C(NCCC3CCCCN3)C2=O)C	4.8
3180	Cc1cc(NCCc2ccccc2)n3nc(Nc4cc(Cl)ccc4C)nc3n1	290
237	CC1=CC=C(NS(=O)(=O)Cc2ccc(F)cc2Cl)C(=O)N1CC(=O)NCC3CCc4n[nH]cc4C3	157
2346	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3cccc(Cl)c3	7
3984	CCOCC1(CC(=NO1)c2cccc(c2)C(=N)N)C(=O)Nc3ccc(cn3)c4ccccc4S(=O)(=O)N	5000
1415	NC(=N)Nc1ccc(CNC(=O)N2CCN(CC2)C(=O)O[C@@H]3CCC[C@@H](CCC3)OC(=O)N4CCN(CC4)C(=O)CCc5ccc(N)nc5)cc1	1000000
4040	CS(=O)(=O)c1ccccc1c2ccc(NC(=O)c3cc(nn3c4cccc(CN)c4)C(F)(F)F)cc2	5800
1501	COC(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4ccc(s4)C(=N)N	0.015
3823	COc1ccc(cc1N)n2nnnc2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)N	4000
2355	CC(C)CN(CC(C)C)C(=O)c1cc(C)cc(c1)C(=O)NCc2cc(Cl)ccc2n3cncn3	7
375	NC(=N)c1ccc2[nH]c(c(Cc3ccccc3)c2c1)c4cc(Cc5nn[nH]n5)cc(Br)c4O	440
1592	CC(C)(C)OC(=O)N[C@H](C(C1CCCCC1)C2CCCCC2)C(=O)N3CCC[C@H]3C(=O)NCC4CCC(N)CC4	0.1
3234	CC(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCn3nnnc3N)B4O[C@@H]5CC6CC(C6(C)C)[C@]5(C)O4	350
4052	CS(=O)(=O)c1ccccc1c2ccc(NC(=O)c3cc(nn3c4cccc(CN)c4)C(F)(F)F)c(F)c2	6000
2358	[O-][n+]1ccccc1C(F)(F)CNC2=NC=CN(CC(=O)NCc3ccccc3n4cncn4)C2=O	7.2
144	CCC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc4C(=O)c5ccccc5C(=O)c4c3	54
4104	CNC(=O)c1nn(c2ccc(OC)cc2)c3C(=O)N(CCc13)c4ccc(cc4)c5ccccc5CN6CC[C@@H](O)C6	7000
3149	CN1CCN=C1c2cccc(Oc3nc(Oc4cc(ccc4O)C(=N)N)c(F)c(O[C@H]5CN[C@@H](C5)C(=O)O)c3F)c2	250
3420	CNS(=O)(=O)c1ccccc1c2ccc(NC(=O)Cc3c[nH]c4ccc(cc34)C(=N)N)cc2	900
4050	CN(C)Cc1ccccc1c2ccc(cc2)N3CCc4c(C3=O)n(nc4C(F)(F)F)c5cccc(c5)C6=NNC(=O)N6	6000
478	NC(=N)c1ccc2[nH]c(c(Cc3ccccc3)c2c1)c4cc(CC(=O)O)cc(Br)c4O	1000
1213	CCOC(=O)C1CCN(CC1)c2ccc(cc2)N3C[C@@H](CNC(=O)c4ccc(Cl)c(N)c4)OC3=O	100000
2184	CC(C)CN(CC(C)C)C(=O)c1cc(C)cc(OCCc2nc[nH]c2C)c1	3.5
3264	CS(=O)(=O)c1ccccc1c2ccc(NC(=O)c3nnnn3c4ccc5onc(N)c5c4)c(F)c2	400
1684	CN(CC(=O)N[C@@H](CCCSC(=N)N)B(O)O)C(=O)CCc1ccccc1	0.3
4358	Cc1cc(C(=O)Nc2ccc(cc2)c3ccccc3S(=O)(=O)C)n(n1)c4cccc(CN)c4	21000
260	CCCN(Cc1nccs1)C(=O)c2cc(C)cc(OCCCON=C(N)N)c2	195
1733	COc1cc(Cc2c(sc3cc(O)ccc23)c4ccc(OCC(N)CO)cc4)ccc1CN5CCCC5	0.4
1325	Cc1cccc(C(=O)Nc2ccc(NC(=N)N)cc2)c1O	450000
1157	Cl.Cl.NC(=N)c1ccc(N)cc1	95000
89	Cc1cc(NS(=O)(=O)c2ccccc2)cc(OCCNc3ccncc3)c1	25
4429	Clc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c3sc(CN4CCOCC4)cc3Cl)cc1	5000
3664	CC(=N)N1CCC(CC1)Oc2ccc3nc(CCC(=O)O)n(Cc4ccc5ccc(cc5c4)C(=N)N)c3c2	2670
2259	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC[C@@H]3CC[C@@H](N)CC3	4.9
464	Clc1cccc(\C=C\S(=O)(=O)Nc2cccc(OCc3cn(Cc4cc5ccccc5s4)nn3)c2)c1	880
3214	NC(=N)c1ccc(\C=C/2\CC(C\C(=C/c3ccc(cc3)C(=N)N)\C2=O)c4ccccc4)cc1	325
2059	Oc1ccc2c(Cc3ccc(CN4CCCC4)c(Br)c3)c(sc2c1)c5ccc(OCCN6CCCC6)cc5	2.1
3289	CN(C)C(=O)c1cccc(Oc2cc(cc(Oc3cc(ccc3O)C(=N)N)n2)C(=O)O)c1	490
3798	NC(=N)c1ccc(O)c(CCCNC(=O)c2ccc(cc2)c3cccnc3)c1	4000
2756	NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3cccc(CNC(=O)Cc4ccc(CC(=O)NCc5cccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)c5)cc4)c3)cc1	45.4
2068	NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)CC(c3ccccc3)c4cccnc4)CC1.OC(=O)C(F)(F)F	2.2
1261	Cc1cc(NS(=O)(=O)c2ccccc2)cc(OCCCN)c1	170000
111	COc1cc(ccc1OCc2ccccc2)[C@@H](Nc3ccc(cc3)C(=N)N)C(=O)N[C@H](C(=O)O)c4ccccc4	35
2029	CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NC[C@@H]3CNC(=NC3)N	1.9
50	Cl.Cl.CC(C)(C)C[C@@H](N)C(=O)N1CCC[C@H]1C(=O)NCc2ccc(cc2)C(=N)N	11
2148	NCCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)C3(O)c4ccccc4c5ccccc35	3.1
267	Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2cccc(c2)S(=O)(=O)C)c1	204
1139	Cc1cc2[nH]c(cc2cc1C(=N)N)c3cccc(c3O)c4ccccc4	75000
1852	CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3ccc(N)nc3C	0.8
2206	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)c3oc4ccccc4n3	3.8
507	NC(=N)c1ccccc1	1240
4559	COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c3scc(CN4CCOC4=N)c3Cl	1100
1342	CC[C@H](C)[C@@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N(CCCCCCN)C2CSCCC2=O	720000
1485	CS(=O)(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4ccc(s4)C(=N)N.NC(=N)c5ccccc5	0.005
3725	NC(=N)c1cccc(CNC(=O)c2c(Br)c3ccccc3n2Cc4cccc(c4)C(=N)N)c1	3290
856	NC(=N)c1ccc2[nH]c(Cc3ccccn3)nc2c1	10500
312	NC(=N)c1ccccc1	300
244	NC(=N)NCCCC1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3	170
4434	CN(CCO)Cc1csc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccc(Cl)cc3)c1Cl	830
842	Cc1ccc(C(=O)Nc2ccc(cc2)C(=N)N)c(O)c1	10000
981	CCCOC(=O)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cc4	25000
1996	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C[C@@H]3CCCN(C3)C(=N)N)C(=O)c4nc5ccccc5s4	1.6
2197	Cc1cc(N)nc(C)c1CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)OC(C)(C)C)C(c3ccccc3)c4ccccc4	3.6
952	NC(=N)c1ccc(CNC(=O)C2(Cc3ccccc3C2)NC(=O)[C@H](NCC(=O)O)C4CCCCC4)cc1	19000
3644	N[C@@H]1CC[C@H](CC1)OC(=O)c2cc(Oc3ccc(cc3)C(=N)N)cc(Oc4ccc(cc4)C(=N)N)c2	2467
3331	ClC1=CN=C2N[C@@H](Cc3ccccc3)CNCCOc4ccc(Cl)cc4CNC(=O)CN1C2=O	560
1191	NC(=N)N1CC[C@@H](C1)Oc2ccc(cc2)C(Oc3ccc4CCN(Cc4c3)C(=N)N)C(=O)O	100000
4393	NCc1ccccc1CNC(=O)CNC(=O)C(CCc2cccc[n+]2[O-])NS(=O)(=O)Cc3ccccc3	40000
306	CNc1ccc(cn1)C#CC[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(C)C4CCCC4	300
4556	CCN(Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc3ccc(Cl)cn3)c1Cl)C4=NCCO4	470
671	COc1ccc2ccc(cc2c1)S(=O)(=O)N(C)[C@H]3CCN(Cc4ccc5ncnc(N)c5c4)C3=O	4000
889	CC(C)NC(=O)CNS(=O)(=O)c1cccc(c1)C(=[NH2+])N.[O-]C(=O)C(F)(F)F	13000
1165	CCOC(=O)C1CCCN(C1)c2ccc(cc2)N3C[C@H](CNC(=O)c4cnc(N)s4)OC3=O.OC(=O)C(F)(F)F	100000
4531	Cc1cc(NC(=O)c2sc3ccccc3c2Cl)c(cc1Cl)C(=O)Nc4ccc(Cl)cc4	5000
3455	COc1ccc2ccc(cc2c1)S(=O)(=O)N[C@@H](CCCCN)C(=O)c3nccs3	1000
1466	CN[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCNC(=N)N)C(=O)c4nc5ccccc5s4	0.00065
2328	CN1C(=O)C(Cc2ccc(cc2)C(=N)N)Oc3cc(ccc13)N(Cc4ccccc4)C(=O)CCC(=O)O	6.5
2256	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)C3(O)CCCc4cnccc34	4.8
3791	COC(=O)[C@H](Cc1cccc(c1)C(=N)N)[C@H](NC(=O)c2ccc(cc2)c3cccc(CN)c3)C(C)C	3950
4140	COc1ccc(c(CN)c1)n2nc(cc2C(=O)Nc3ccc(cc3)c4ccccc4S(=O)(=O)C)C(F)(F)F	9100
3534	Nc1cc(ccc1Cl)n2nnnc2C(=O)Nc3ccc(cc3Cl)c4ccccc4S(=O)(=O)N	1600
3773	CC(=N)N1CCC(CC1)Oc2ccc3c(c2)nc(C)n3Cc4ccc5ccc(cc5c4)C(=N)N	3900
3216	NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCN2C(=O)C3(O)CCc4ncccc34	325
1491	[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3cc(Cl)ccc3n4cncn4)C2=O	0.01
4202	NC[C@@H]1CC[C@H](CC1)C(=O)N[C@@H](Cc2ccccc2)c3nc(c(Cl)[nH]3)c4ccc5c(N)n[nH]c5c4.OC(=O)C(F)(F)F	12610
975	Cc1ccc(O)c(c1)c2cc3cc(ccc3[nH]2)C(=N)N	23000
792	COc1ccc2ccc(cc2c1c3cnn(c3)S(=O)(=O)C)C(=N)N	7100
986	CCS(=O)(=O)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4	25000
3272	Cc1nc(ncc1C(=O)N[C@@H](CCCCN)B2O[C@@H]3CC4CC(C4(C)C)[C@]3(C)O2)c5ccccc5	410
968	NC(=N)c1cccc(c1)N2CC(O)CN(CC3CCN(Cc4ccccc4)CC3)C2=O	21900
815	NC(=[NH2+])c1ccc(CNC(=O)CCNS(=O)(=O)c2cccc(c2)C(=[NH2+])N)cc1.[O-]C(=O)C(F)(F)F.[O-]C(=O)C(F)(F)F	8200
3829	COC(=O)[C@H](Cc1cccc(c1)C(=N)N)[C@@H](C)NC(=O)c2ccc(cc2)c3cc[n+](C)cc3	4000
4511	Clc1ccc(NC(=O)c2cc(Cl)ccc2NC(=O)c3sc4ccccc4c3Cl)cc1	5000
1614	[O-][n+]1c(CC(=O)NCc2cc(Cl)ccc2n3cnnn3)cccc1NCC(F)(F)c4ccccn4	0.14
1842	NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)C3(O)c4ccccc4c5c[n+]([O-])ccc35	0.77
1860	NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CCc2ccccc2)B(O)O	0.8
2207	CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)N)NC(=O)CC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4ccccc4)NC(=O)C)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)O	3.8
1253	NCCC(=O)Nc1cccc(c1)S(=O)(=O)N[C@@H](Cc2cccc(c2)C(=N)N)C(=O)N3CCCC[C@H]3C(=O)O	159000
3813	NC(=N)c1cccc(CN2CCN(CC2=O)S(=O)(=O)c3cc4ccc(Cl)cc4s3)c1	4000
2133	CC1=CC(=C(N)C(=O)N1CC(=O)NCc2ccc(N)nc2C)S(=O)(=O)C3CCCCC3	3
238	CC1=CC=C(NS(=O)(=O)Cc2ccc(F)cc2Cl)C(=O)N1CC(=O)NC3CCc4nc(N)sc4C3	157
1967	NCCCC[C@H](NC(=O)CN(C(=O)CCc1ccccc1)c2ccccc2)B(O)O	1.4
2086	[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3cc(F)ccc3F)C2=O	2.4
70	CCOC(=O)C(=O)N(Cc1cccc(F)c1)c2ccc3N(C)CC(C)(COc4ccc(cc4)C(=N)N)Oc3c2	19
1963	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)c3nc4ccc(cc4s3)C(=O)OC	1.3
1719	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3ccc(cc3)C(=N)N	0.37
2581	COCCN(CCOC)C[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@@H](Cc3ccc(N)cc3)C(=O)N4CCC(CCF)CC4	19
1036	Cl.COc1ccc(NC(=O)CCNS(=O)(=O)c2cccc(c2)C(=N)N)cc1OC	32000
1147	CC(C)(C)OC(=O)c1ccc(NC(=O)CNS(=O)(=O)c2ccc(cc2)C(=[NH2+])N)cc1.[O-]C(=O)C(F)(F)F	85000
3753	NCc1ccccc1n2nc(cc2C(=O)Nc3ccc(cc3F)c4ccccc4S(=O)(=O)N)C(F)(F)F	3600
309	CCOC(=O)C(=O)N(Cc1cccc(F)c1)c2ccc3OC(C)(COc4ccc(cc4)C(=N)N)CN(C)c3c2	300
910	COC(=O)CC1(CC(=NO1)c2ccc(cc2)C(=N)N)C(=O)Nc3cccc(c3)C(=N)N	14100
103	Cl.NC(=N)N1CCC[C@@H](CNC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)c3ccc4ccccc4c3)C1	32
1831	N[C@@H]1CC[C@H](CC1)[C@H](NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)C(=O)c5nc6ccccc6s5	0.7
2089	NC(=N)NCCCC(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)Cc3ccccc3)C(=O)c4nccs4	2.5
1203	CCOC(=O)C(Oc1ccc2CCN(Cc2c1)C(=N)N)c3ccc(O[C@H]4CCN(C4)C(=O)OCC=C)cc3	100000
2065	N[C@@H]1CC[C@H](CC1)C(NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)C(=O)C(=O)NCC(=O)O	2.14
3574	NC(=N)c1cccc(c1)N2CCCCN(C3CCN(Cc4ccccc4)CC3)C2=O	2000
3260	Cc1cc(OCC2CCN(CC2)C(=N)N)cc(OS(=O)(=O)c3ccc(N)cc3)c1	399
1383	NCCCCCCNC(=O)N1CCN(CC1)C(=O)O[C@@H]2CCC[C@@H](CCC2)OC(=O)N3CCN(CC3)C(=O)NCCCCCCN	1000000
1007	Fc1cc(ccc1NC(=O)[C@H]2CNC[C@@H]2C(=O)Nc3ccc(Cl)cn3)N4C=CC=CC4=O	25000
1591	CC1=CN=C(NCC(F)(F)c2ccccc2)C(=O)N1CC(=O)NCc3ccc(N)nc3C	0.1
714	COc1ccc2cc(ccc2c1)S(=O)(=O)NN(Cc3cccc(c3)C(=N)NO)C(=O)N4CCCCC4C	4200
435	CCOC(=O)CN(Cc1ccc(F)cc1)c2ccc3OC(C)(COc4ccc(cc4)C(=N)N)CN(C)c3c2	690
3877	NC(=N)c1ccc(Oc2cc(NC(=O)C3CCN(CCO)CC3)cc(Oc4ccc(cc4)C(=N)N)c2)cc1	4202
3378	Nc1noc2ccc(cc12)n3nc(cc3C(=O)Nc4ccc(cc4F)c5ccncc5S(=O)(=O)N)C(F)(F)F	740
563	NC(=N)c1cccc(c1)C(=O)N[C@@H](C(=O)N2CCN(CC2)c3ccccc3)c4ccccc4	1740
807	NC(=N)c1cccc(c1)C(=O)N[C@@H](C(=O)N2CCN(CC2)C(=O)c3ccccc3)c4ccccc4	7940
1228	NC(=N)N1CCCCC1	111000
2906	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C[C@H]3CCCN(C3)C(=N)N)C(=O)c4nc5ccccc5s4	99
2369	Cc1nc(N)ccc1CNC(=O)C2C=CCN3N2C(=O)N(C(CSc4ccc(Cl)cc4)C(=O)N5CCOCC5)C3=O	7.7
3228	NC(=N)c1ccc(\C=C\2/CCCC\C(=C\c3ccc(cc3)C(=O)N)\C2=O)cc1	350
1924	CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1Cc3c(C)ncn3CC(=O)NCC4CC4	1.1
2768	CCCNC[C@H](Cc1ccccc1)Nc2ccncc2S(=O)(=O)N[C@@H](Cc3ccc(N)cc3)C(=O)N4CCC(CCF)CC4	47
1682	NCCCC[C@H](NC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)C(=O)C(=O)O	0.29
1704	CCC[C@@H]1CC2=C(NC1=O)C(=O)N(CC(=O)NCc3ccc(N)nc3C)C(=C2)C	0.33
440	Cc1cc(Br)c(O)c(c1)c2[nH]c3ccc(cc3c2CCc4ccccc4)C(=N)N	710
2759	CC1=CC=C(NS(=O)(=O)c2ccc(C)cc2)C(=O)N1CC(=O)NC[C@@H]3CC[C@@H](N)CC3	47
2151	CCCCS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCn3ccnc3N)B4O[C@@H]5CC6CC(C6(C)C)[C@]5(C)O4	3.2
46	COc1ccc2cc(ccc2c1)S(=O)(=O)NN(Cc3cccc(c3)C(=N)N)C(=O)N4CCC(C)CC4	11
4243	CN(C(=O)Cc1c[nH]c2ccc(cc12)C(=N)N)c3ccc(cc3)c4ccccc4S(=O)(=O)N	14000
3531	CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(O)c3nc4ccccc4s3	1600
4570	Cc1cccc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c3sc4ccccc4c3Cl	5000
971	COc1c(cccc1c2cc3cc(ccc3[nH]2)C(=N)N)c4ccccc4	22000
4592	CC[C@@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CSCC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc3ccccc3)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)O	0.0094
4410	NCc1ccc(Cl)cc1CNC(=O)CNC(=O)C(CCc2cccc[n+]2[O-])NCC(=O)O	125000
3612	NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(CNC(=O)CN4CCN(CC4)CC(=O)NCc5ccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)cc5)cc3)cc1	2119
2889	CN1CCC(CC1)N[C@@H](CC(=O)O)C(=O)N2CCCC[C@H]2CCOC3CCN(CC3)C(=N)N	90
473	CCOC(=O)CN(Cc1cc(F)cc(F)c1)c2ccc3OC(C)(COc4ccc(cc4)C(=N)N)CN(C)c3c2	950
1463	CC(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)B(O)O	0
9	CCOC(=O)[C@H]1C[C@H](C)CCN1C(=O)[C@H](CC(=O)NC[C@@H]2CCCN(C2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3.CC(=O)O	3.1
